trans_id,lang,translation
平山城址公園,en,Hirayamajoshi-koen
上北沢,ja,上北沢
上北沢,en,Kami-kitazawa
京王八王子,ja,京王八王子
京王八王子,en,Keio-hachioji
北野,ja,北野
北野,en,Kitano
国領,ja,国領
国領,en,Kokuryo
南平,ja,南平
南平,en,Minamidaira
百草園,ja,百草園
百草園,en,Mogusaen
武蔵野台,ja,武蔵野台
武蔵野台,en,Musashinodai
長沼,ja,長沼
長沼,en,Naganuma
中河原,ja,中河原
中河原,en,Nakagawara
西調布,ja,西調布
西調布,en,Nishi-chofu
芦花公園,ja,芦花公園
芦花公園,en,Roka-koen
桜上水,ja,桜上水
桜上水,en,Sakurajosui
聖蹟桜ヶ丘,ja,聖蹟桜ヶ丘
聖蹟桜ヶ丘,en,Seiseki-sakuragaoka
仙川,ja,仙川
仙川,en,Sengawa
柴崎,ja,柴崎
柴崎,en,Shibasaki
多磨霊園,ja,多磨霊園
多磨霊園,en,Tama-reien
飛田給,ja,飛田給
飛田給,en,Tobitakyu
つつじヶ丘,ja,つつじヶ丘
つつじヶ丘,en,Tsutsujigaoka
幡ヶ谷,ja,幡ヶ谷
幡ヶ谷,en,Hatagaya
初台,ja,初台
初台,en,Hatsudai
稲城,ja,稲城
稲城,en,Inagi
京王堀之内,ja,京王堀之内
京王堀之内,en,Keio-horinouchi
京王稲田堤,ja,京王稲田堤
京王稲田堤,en,Keio-inadazutsumi
京王永山,ja,京王永山
京王永山,en,Keio-nagayama
京王多摩センター,ja,京王多摩センター
京王多摩センター,en,Keio Tama Center
京王多摩川,ja,京王多摩川
京王多摩川,en,Keio-tamagawa
京王よみうりランド,ja,京王よみうりランド
京王よみうりランド,en,Keio Yomiuri Land
南大沢,ja,南大沢
南大沢,en,Minami-osawa
多摩境,ja,多摩境
多摩境,en,Tamasakai
若葉台,ja,若葉台
若葉台,en,Wakabadai
狭間,ja,狭間
狭間,en,Hazama
京王片倉,ja,京王片倉
京王片倉,en,Keio-katakura
めじろ台,ja,めじろ台
めじろ台,en,Mejirodai
高尾山口,ja,高尾山口
高尾山口,en,Takaosanguchi
山田,ja,山田
山田,en,Yamada
中央線快速,ja,中央線快速
中央線快速,en,Chūō Rapid Line
中央・総武緩行線,ja,中央・総武緩行線
中央・総武緩行線,en,Chūō-Sōbu Line
八高線,ja,八高線
八高線,en,Hachikō Line
伊東線,ja,伊東線
伊東線,en,Itō Line
五日市線,ja,五日市線
五日市線,en,Itsukaichi Line
常磐線各駅停車,ja,常磐線各駅停車
常磐線各駅停車,en,Jōban Local Line
常磐線快速,ja,常磐線快速
常磐線快速,en,Jōban Rapid Line
常磐線,ja,常磐線
常磐線,en,Jōban Line
鹿島線,ja,鹿島線
鹿島線,en,Kashima Line
川越線,ja,川越線
川越線,en,Kawagoe Line
京浜東北線・根岸線,ja,京浜東北線・根岸線
京浜東北線・根岸線,en,Keihin-Tōhoku/Negishi Line
京葉線,ja,京葉線
京葉線,en,Keiyō Line
久留里線,ja,久留里線
久留里線,en,Kururi Line
武蔵野線,ja,武蔵野線
武蔵野線,en,Musashino Line
南武線浜川崎支線,ja,南武線浜川崎支線
南武線浜川崎支線,en,Nambu Line Hama-Kawasaki Branch
南武線,ja,南武線
南武線,en,Nambu Line
成田線我孫子支線,ja,成田線我孫子支線
成田線我孫子支線,en,Narita Line Abiko Branch
成田線空港支線,ja,成田線空港支線
成田線空港支線,en,Narita Line Airport Branch
成田線,ja,成田線
成田線,en,Narita Line
青梅線,ja,青梅線
青梅線,en,Ōme Line
相模線,ja,相模線
相模線,en,Sagami Line
埼京線・川越線,ja,埼京線・川越線
埼京線・川越線,en,Saikyō/Kawagoe Line
湘南新宿ライン,ja,湘南新宿ライン
湘南新宿ライン,en,Shōnan-Shinjuku Line
総武線快速,ja,総武線快速
総武線快速,en,Sōbu Rapid Line
総武線,ja,総武線
総武線,en,Sōbu Line
外房線,ja,外房線
外房線,en,Sotobō Line
高崎線,ja,高崎線
高崎線,en,Takasaki Line
東金線,ja,東金線
東金線,en,Tōgane Line
東海道線,ja,東海道線
東海道線,en,Tōkaidō Line
鶴見線,ja,鶴見線
鶴見線,en,Tsurumi Line
内房線,ja,内房線
内房線,en,Uchibō Line
横須賀線,ja,横須賀線
横須賀線,en,Yokosuka Line
宇都宮線,ja,宇都宮線
宇都宮線,en,Utsunomiya Line
山手線,ja,山手線
山手線,en,Yamanote Line
横浜線,ja,横浜線
横浜線,en,Yokohama Line
東京さくらトラム,ja,東京さくらトラム
東京さくらトラム,en,Tokyo Sakura Tram
浅草線,ja,浅草線
浅草線,en,Asakusa Line
三田線,ja,三田線
三田線,en,Mita Line
日暮里・舎人ライナー,ja,日暮里・舎人ライナー
日暮里・舎人ライナー,en,Nippori-Toneri Liner
大江戸線,ja,大江戸線
大江戸線,en,Ōedo Line
新宿線,ja,新宿線
新宿線,en,Shinjuku Line
千代田線,ja,千代田線
千代田線,en,Chiyoda Line
副都心線,ja,副都心線
副都心線,en,Fukutoshin Line
銀座線,ja,銀座線
銀座線,en,Ginza Line
半蔵門線,ja,半蔵門線
半蔵門線,en,Hanzōmon Line
日比谷線,ja,日比谷線
日比谷線,en,Hibiya Line
丸ノ内線分岐線,ja,丸ノ内線分岐線
丸ノ内線分岐線,en,Marunouchi Branch Line
丸ノ内線,ja,丸ノ内線
丸ノ内線,en,Marunouchi Line
南北線,ja,南北線
南北線,en,Namboku Line
東西線,ja,東西線
東西線,en,Tōzai Line
有楽町線,ja,有楽町線
有楽町線,en,Yūrakuchō Line
京王動物園線,ja,京王動物園線
京王動物園線,en,Keiō Dōbutsuen Line
井の頭線,ja,井の頭線
井の頭線,en,Inokashira Line
京王競馬場線,ja,京王競馬場線
京王競馬場線,en,Keiō Keibajō Line
京王新線,ja,京王新線
京王新線,en,Keiō New Line
京王線,ja,京王線
京王線,en,Keiō Line
京王相模原線,ja,京王相模原線
京王相模原線,en,Keiō Sagamihara Line
京王高尾線,ja,京王高尾線
京王高尾線,en,Keiō Takao Line
りんかい線,ja,りんかい線
りんかい線,en,Rinkai Line
Yoyogi-uehara,ja,Yoyogi-uehara
Yoyogi-uehara,en,Yoyogi-uehara
Mukogaoka-Yuen,ja,Mukogaoka-Yuen
Mukogaoka-Yuen,en,Mukogaoka-Yuen
Shin-kiba,ja,Shin-kiba
Shin-kiba,en,Shin-kiba
Kawagoe,ja,Kawagoe
Kawagoe,en,Kawagoe
Omiya,ja,Omiya
Omiya,en,Omiya
Osaki,ja,Osaki
Osaki,en,Osaki
Shinjuku,ja,Shinjuku
Shinjuku,en,Shinjuku
Nishi-magome,ja,Nishi-magome
Nishi-magome,en,Nishi-magome
Keio-hachioji,ja,Keio-hachioji
Keio-hachioji,en,Keio-hachioji
Sengakuji,ja,Sengakuji
Sengakuji,en,Sengakuji
Aoto,ja,Aoto
Aoto,en,Aoto
Imba-Nihon-Idai,ja,Imba-Nihon-Idai
Imba-Nihon-Idai,en,Imba-Nihon-Idai
Haneda Airport Domestic Terminal,ja,Haneda Airport Domestic Terminal
Haneda Airport Domestic Terminal,en,Haneda Airport Domestic Terminal
Misakiguchi,ja,Misakiguchi
Misakiguchi,en,Misakiguchi
Narita Airport Terminal 1,ja,Narita Airport Terminal 1
Narita Airport Terminal 1,en,Narita Airport Terminal 1
Keisei-Takasago,ja,Keisei-Takasago
Keisei-Takasago,en,Keisei-Takasago
Inzai-Makinohara,ja,Inzai-Makinohara
Inzai-Makinohara,en,Inzai-Makinohara
Oshiage,ja,Oshiage
Oshiage,en,Oshiage
Keikyu-kurihama,ja,Keikyu-kurihama
Keikyu-kurihama,en,Keikyu-kurihama
Shinagawa,ja,Shinagawa
Shinagawa,en,Shinagawa
Keisei-Sakura,ja,Keisei-Sakura
Keisei-Sakura,en,Keisei-Sakura
Kasumigaseki,ja,Kasumigaseki
Kasumigaseki,en,Kasumigaseki
Akabane,ja,Akabane
Akabane,en,Akabane
Tokyo Teleport,ja,Tokyo Teleport
Tokyo Teleport,en,Tokyo Teleport
Ayase,ja,Ayase
Ayase,en,Ayase
Seijogakuen-Mae,ja,Seijogakuen-Mae
Seijogakuen-Mae,en,Seijogakuen-Mae
Musashi-Urawa,ja,Musashi-Urawa
Musashi-Urawa,en,Musashi-Urawa
Ikebukuro,ja,Ikebukuro
Ikebukuro,en,Ikebukuro
Hon-Atsugi,ja,Hon-Atsugi
Hon-Atsugi,en,Hon-Atsugi
Isehara,ja,Isehara
Isehara,en,Isehara
Kita-senju,ja,Kita-senju
Kita-senju,en,Kita-senju
Meiji-jingumae,ja,Meiji-jingumae
Meiji-jingumae,en,Meiji-jingumae
Sagami-Ono,ja,Sagami-Ono
Sagami-Ono,en,Sagami-Ono
Karakida,ja,Karakida
Karakida,en,Karakida
Abiko,ja,Abiko
Abiko,en,Abiko
Kita-ayase,ja,Kita-ayase
Kita-ayase,en,Kita-ayase
Toride,ja,Toride
Toride,en,Toride
Kashiwa,ja,Kashiwa
Kashiwa,en,Kashiwa
Matsudo,ja,Matsudo
Matsudo,en,Matsudo
Motomachi-Chukagai,ja,Motomachi-Chukagai
Motomachi-Chukagai,en,Motomachi-Chukagai
Kikuna,ja,Kikuna
Kikuna,en,Kikuna
Musashi-Kosugi,ja,Musashi-Kosugi
Musashi-Kosugi,en,Musashi-Kosugi
Wakoshi,ja,Wakoshi
Wakoshi,en,Wakoshi
Yokohama,ja,Yokohama
Yokohama,en,Yokohama
Motosumiyoshi,ja,Motosumiyoshi
Motosumiyoshi,en,Motosumiyoshi
Shakujii-Koen,ja,Shakujii-Koen
Shakujii-Koen,en,Shakujii-Koen
Hanno,ja,Hanno
Hanno,en,Hanno
Hoya,ja,Hoya
Hoya,en,Hoya
Kotesashi,ja,Kotesashi
Kotesashi,en,Kotesashi
Kawagoeshi,ja,Kawagoeshi
Kawagoeshi,en,Kawagoeshi
Shinrin-koen,ja,Shinrin-koen
Shinrin-koen,en,Shinrin-koen
Kiyose,ja,Kiyose
Kiyose,en,Kiyose
Asakusa,ja,Asakusa
Asakusa,en,Asakusa
Shinjuku-sanchome,ja,Shinjuku-sanchome
Shinjuku-sanchome,en,Shinjuku-sanchome
Shiki,ja,Shiki
Shiki,en,Shiki
Tokorozawa,ja,Tokorozawa
Tokorozawa,en,Tokorozawa
Ogawamachi,ja,Ogawamachi
Ogawamachi,en,Ogawamachi
Hatogaya,ja,Hatogaya
Hatogaya,en,Hatogaya
Seibu-Chichibu,ja,Seibu-Chichibu
Seibu-Chichibu,en,Seibu-Chichibu
Shibuya,ja,Shibuya
Shibuya,en,Shibuya
Ueno,ja,Ueno
Ueno,en,Ueno
Kiyosumi-shirakawa,ja,Kiyosumi-shirakawa
Kiyosumi-shirakawa,en,Kiyosumi-shirakawa
Nakano,ja,Nakano
Nakano,en,Nakano
Minami-kurihashi,ja,Minami-kurihashi
Minami-kurihashi,en,Minami-kurihashi
Urawa-Misono,ja,Urawa-Misono
Urawa-Misono,en,Urawa-Misono
Kuki,ja,Kuki
Kuki,en,Kuki
Chuo-Rinkan,ja,Chuo-Rinkan
Chuo-Rinkan,en,Chuo-Rinkan
Nagatsuta,ja,Nagatsuta
Nagatsuta,en,Nagatsuta
Shirokane-takanawa,ja,Shirokane-takanawa
Shirokane-takanawa,en,Shirokane-takanawa
Tobu-dobutsu-koen,ja,Tobu-dobutsu-koen
Tobu-dobutsu-koen,en,Tobu-dobutsu-koen
Kita-koshigaya,ja,Kita-koshigaya
Kita-koshigaya,en,Kita-koshigaya
Nagatacho,ja,Nagatacho
Nagatacho,en,Nagatacho
Aoyama-itchome,ja,Aoyama-itchome
Aoyama-itchome,en,Aoyama-itchome
Hanzomon,ja,Hanzomon
Hanzomon,en,Hanzomon
Saginuma,ja,Saginuma
Saginuma,en,Saginuma
Suitengumae,ja,Suitengumae
Suitengumae,en,Suitengumae
Naka-meguro,ja,Naka-meguro
Naka-meguro,en,Naka-meguro
Minami-senju,ja,Minami-senju
Minami-senju,en,Minami-senju
Roppongi,ja,Roppongi
Roppongi,en,Roppongi
Takenotsuka,ja,Takenotsuka
Takenotsuka,en,Takenotsuka
Kita-kasukabe,ja,Kita-kasukabe
Kita-kasukabe,en,Kita-kasukabe
Hiro-o,ja,Hiro-o
Hiro-o,en,Hiro-o
Komagome,ja,Komagome
Komagome,en,Komagome
Akabane-iwabuchi,ja,Akabane-iwabuchi
Akabane-iwabuchi,en,Akabane-iwabuchi
Oji-kamiya,ja,Oji-kamiya
Oji-kamiya,en,Oji-kamiya
Hiyoshi,ja,Hiyoshi
Hiyoshi,en,Hiyoshi
Okusawa,ja,Okusawa
Okusawa,en,Okusawa
Ichigaya,ja,Ichigaya
Ichigaya,en,Ichigaya
Azabu-juban,ja,Azabu-juban
Azabu-juban,en,Azabu-juban
Myoden,ja,Myoden
Myoden,en,Myoden
Nishi-funabashi,ja,Nishi-funabashi
Nishi-funabashi,en,Nishi-funabashi
Toyo-Katsutadai,ja,Toyo-Katsutadai
Toyo-Katsutadai,en,Toyo-Katsutadai
Toyocho,ja,Toyocho
Toyocho,en,Toyocho
Tsudanuma,ja,Tsudanuma
Tsudanuma,en,Tsudanuma
Yachiyo-Midorigaoka,ja,Yachiyo-Midorigaoka
Yachiyo-Midorigaoka,en,Yachiyo-Midorigaoka
Mitaka,ja,Mitaka
Mitaka,en,Mitaka
Kudanshita,ja,Kudanshita
Kudanshita,en,Kudanshita
Toyosu,ja,Toyosu
Toyosu,en,Toyosu
Kotake-mukaihara,ja,Kotake-mukaihara
Kotake-mukaihara,en,Kotake-mukaihara
Shibayama-Chiyoda,ja,Shibayama-Chiyoda
Shibayama-Chiyoda,en,Shibayama-Chiyoda
Keisei-Narita,ja,Keisei-Narita
Keisei-Narita,en,Keisei-Narita
Miurakaigan,ja,Miurakaigan
Miurakaigan,en,Miurakaigan
Kanazawa-bunko,ja,Kanazawa-bunko
Kanazawa-bunko,en,Kanazawa-bunko
Asakusabashi,ja,Asakusabashi
Asakusabashi,en,Asakusabashi
Nishi-takashimadaira,ja,Nishi-takashimadaira
Nishi-takashimadaira,en,Nishi-takashimadaira
Nippori,ja,Nippori
Nippori,en,Nippori
Takashimadaira,ja,Takashimadaira
Takashimadaira,en,Takashimadaira
Shin-itabashi,ja,Shin-itabashi
Shin-itabashi,en,Shin-itabashi
Minumadai-shinsuikoen,ja,Minumadai-shinsuikoen
Minumadai-shinsuikoen,en,Minumadai-shinsuikoen
Toneri-koen,ja,Toneri-koen
Toneri-koen,en,Toneri-koen
Tochomae,ja,Tochomae
Tochomae,en,Tochomae
Hikarigaoka,ja,Hikarigaoka
Hikarigaoka,en,Hikarigaoka
Motoyawata,ja,Motoyawata
Motoyawata,en,Motoyawata
Shin-okachimachi,ja,Shin-okachimachi
Shin-okachimachi,en,Shin-okachimachi
Sasazuka,ja,Sasazuka
Sasazuka,en,Sasazuka
Shiodome,ja,Shiodome
Shiodome,en,Shiodome
Hashimoto,ja,Hashimoto
Hashimoto,en,Hashimoto
Takaosanguchi,ja,Takaosanguchi
Takaosanguchi,en,Takaosanguchi
Keio Tama Center,ja,Keio Tama Center
Keio Tama Center,en,Keio Tama Center
Ojima,ja,Ojima
Ojima,en,Ojima
Takahatafudo,ja,Takahatafudo
Takahatafudo,en,Takahatafudo
Sendai,ja,Sendai
Sendai,en,Sendai
Mizue,ja,Mizue
Mizue,en,Mizue
Wakabadai,ja,Wakabadai
Wakabadai,en,Wakabadai
Iwamotocho,ja,Iwamotocho
Iwamotocho,en,Iwamotocho
Haranomachi,ja,Haranomachi
Haranomachi,en,Haranomachi
Sakurajosui,ja,Sakurajosui
Sakurajosui,en,Sakurajosui
Tama-dobutsukoen,ja,Tama-dobutsukoen
Tama-dobutsukoen,en,Tama-dobutsukoen
Kichijoji,ja,Kichijoji
Kichijoji,en,Kichijoji
Tsutsujigaoka,ja,Tsutsujigaoka
Tsutsujigaoka,en,Tsutsujigaoka
Fujimigaoka,ja,Fujimigaoka
Fujimigaoka,en,Fujimigaoka
Meidaimae,ja,Meidaimae
Meidaimae,en,Meidaimae
Higashi-fuchu,ja,Higashi-fuchu
Higashi-fuchu,en,Higashi-fuchu
Fuchukeiba-seimommae,ja,Fuchukeiba-seimommae
Fuchukeiba-seimommae,en,Fuchukeiba-seimommae
Kabe,ja,Kabe
Kabe,en,Kabe
Hachioji,ja,Hachioji
Hachioji,en,Hachioji
Hachiman-yama,ja,Hachiman-yama
Hachiman-yama,en,Hachiman-yama
Chofu,ja,Chofu
Chofu,en,Chofu
Kitano,ja,Kitano
Kitano,en,Kitano
Fuchu,ja,Fuchu
Fuchu,en,Fuchu
7001 京王ライナー1号,ja,7001 京王ライナー1号
7001 京王ライナー1号,en,7001 Keio Liner 1
7733 京王ライナー33号,ja,7733 京王ライナー33号
7733 京王ライナー33号,en,7733 Keio Liner 33
7002 京王ライナー2号,ja,7002 京王ライナー2号
7002 京王ライナー2号,en,7002 Keio Liner 2
7003 京王ライナー3号,ja,7003 京王ライナー3号
7003 京王ライナー3号,en,7003 Keio Liner 3
7004 京王ライナー4号,ja,7004 京王ライナー4号
7004 京王ライナー4号,en,7004 Keio Liner 4
7005 京王ライナー5号,ja,7005 京王ライナー5号
7005 京王ライナー5号,en,7005 Keio Liner 5
7007 京王ライナー7号,ja,7007 京王ライナー7号
7007 京王ライナー7号,en,7007 Keio Liner 7
7009 京王ライナー9号,ja,7009 京王ライナー9号
7009 京王ライナー9号,en,7009 Keio Liner 9
7011 京王ライナー11号,ja,7011 京王ライナー11号
7011 京王ライナー11号,en,7011 Keio Liner 11
7731 京王ライナー31号,ja,7731 京王ライナー31号
7731 京王ライナー31号,en,7731 Keio Liner 31
7732 京王ライナー32号,ja,7732 京王ライナー32号
7732 京王ライナー32号,en,7732 Keio Liner 32
7734 京王ライナー34号,ja,7734 京王ライナー34号
7734 京王ライナー34号,en,7734 Keio Liner 34
7735 京王ライナー35号,ja,7735 京王ライナー35号
7735 京王ライナー35号,en,7735 Keio Liner 35
7737 京王ライナー37号,ja,7737 京王ライナー37号
7737 京王ライナー37号,en,7737 Keio Liner 37
7739 京王ライナー39号,ja,7739 京王ライナー39号
7739 京王ライナー39号,en,7739 Keio Liner 39
7741 京王ライナー41号,ja,7741 京王ライナー41号
7741 京王ライナー41号,en,7741 Keio Liner 41
7743 京王ライナー43号,ja,7743 京王ライナー43号
7743 京王ライナー43号,en,7743 Keio Liner 43
Tokyo,ja,Tokyo
Tokyo,en,Tokyo
Rifu,ja,Rifu
Rifu,en,Rifu
Takao,ja,Takao
Takao,en,Takao
Toyoda,ja,Toyoda
Toyoda,en,Toyoda
Ome,ja,Ome
Ome,en,Ome
Tachikawa,ja,Tachikawa
Tachikawa,en,Tachikawa
Musashi-Koganei,ja,Musashi-Koganei
Musashi-Koganei,en,Musashi-Koganei
Otsuki,ja,Otsuki
Otsuki,en,Otsuki
Musashi-Itsukaichi / Hakonegasaki,ja,Musashi-Itsukaichi / Hakonegasaki
Musashi-Itsukaichi / Hakonegasaki,en,Musashi-Itsukaichi / Hakonegasaki
Kawaguchiko,ja,Kawaguchiko
Kawaguchiko,en,Kawaguchiko
Ome / Musashi-Itsukaichi,ja,Ome / Musashi-Itsukaichi
Ome / Musashi-Itsukaichi,en,Ome / Musashi-Itsukaichi
Musashi-Itsukaichi / Komagawa,ja,Musashi-Itsukaichi / Komagawa
Musashi-Itsukaichi / Komagawa,en,Musashi-Itsukaichi / Komagawa
Kokubunji,ja,Kokubunji
Kokubunji,en,Kokubunji
Chiba,ja,Chiba
Chiba,en,Chiba
Oku-Tama / Musashi-Itsukaichi,ja,Oku-Tama / Musashi-Itsukaichi
Oku-Tama / Musashi-Itsukaichi,en,Oku-Tama / Musashi-Itsukaichi
Musashi-Mizonokuchi,ja,Musashi-Mizonokuchi
Musashi-Mizonokuchi,en,Musashi-Mizonokuchi
Tsuchiura,ja,Tsuchiura
Tsuchiura,en,Tsuchiura
Kodama,ja,Kodama
Kodama,en,Kodama
Ochanomizu,ja,Ochanomizu
Ochanomizu,en,Ochanomizu
Minami-Otari,ja,Minami-Otari
Minami-Otari,en,Minami-Otari
Hakonegasaki,ja,Hakonegasaki
Hakonegasaki,en,Hakonegasaki
Haijima,ja,Haijima
Haijima,en,Haijima
Komagawa,ja,Komagawa
Komagawa,en,Komagawa
Takasaki,ja,Takasaki
Takasaki,en,Takasaki
Ito,ja,Ito
Ito,en,Ito
Utsunomiya,ja,Utsunomiya
Utsunomiya,en,Utsunomiya
Atami,ja,Atami
Atami,en,Atami
Koganei,ja,Koganei
Koganei,en,Koganei
Kagohara,ja,Kagohara
Kagohara,en,Kagohara
Izukyu-Shimoda,ja,Izukyu-Shimoda
Izukyu-Shimoda,en,Izukyu-Shimoda
Izukogen,ja,Izukogen
Izukogen,en,Izukogen
Musashi-Itsukaichi,ja,Musashi-Itsukaichi
Musashi-Itsukaichi,en,Musashi-Itsukaichi
Katsuta,ja,Katsuta
Katsuta,en,Katsuta
Mito,ja,Mito
Mito,en,Mito
Iwaki,ja,Iwaki
Iwaki,en,Iwaki
Namie,ja,Namie
Namie,en,Namie
Hitachi,ja,Hitachi
Hitachi,en,Hitachi
Takahagi,ja,Takahagi
Takahagi,en,Takahagi
Shinchi,ja,Shinchi
Shinchi,en,Shinchi
Oyama,ja,Oyama
Oyama,en,Oyama
Otsuko,ja,Otsuko
Otsuko,en,Otsuko
Hirono,ja,Hirono
Hirono,en,Hirono
Tomioka,ja,Tomioka
Tomioka,en,Tomioka
Hisanohama,ja,Hisanohama
Hisanohama,en,Hisanohama
Narita,ja,Narita
Narita,en,Narita
Chigasaki,ja,Chigasaki
Chigasaki,en,Chigasaki
Kashimajingu,ja,Kashimajingu
Kashimajingu,en,Kashimajingu
Sawara,ja,Sawara
Sawara,en,Sawara
Isogo,ja,Isogo
Isogo,en,Isogo
Ofuna,ja,Ofuna
Ofuna,en,Ofuna
Kaihimmakuhari,ja,Kaihimmakuhari
Kaihimmakuhari,en,Kaihimmakuhari
Higashi-Jujo,ja,Higashi-Jujo
Higashi-Jujo,en,Higashi-Jujo
Kamata,ja,Kamata
Kamata,en,Kamata
Shin-Narashino,ja,Shin-Narashino
Shin-Narashino,en,Shin-Narashino
Minami-Urawa,ja,Minami-Urawa
Minami-Urawa,en,Minami-Urawa
Soga,ja,Soga
Soga,en,Soga
Fuchuhommachi,ja,Fuchuhommachi
Fuchuhommachi,en,Fuchuhommachi
Ebina,ja,Ebina
Ebina,en,Ebina
Sakuragicho,ja,Sakuragicho
Sakuragicho,en,Sakuragicho
Tsurumi,ja,Tsurumi
Tsurumi,en,Tsurumi
Higashi-Kanagawa,ja,Higashi-Kanagawa
Higashi-Kanagawa,en,Higashi-Kanagawa
Kimitsu,ja,Kimitsu
Kimitsu,en,Kimitsu
Minami-Funabashi,ja,Minami-Funabashi
Minami-Funabashi,en,Minami-Funabashi
Kazusa-Ichinomiya,ja,Kazusa-Ichinomiya
Kazusa-Ichinomiya,en,Kazusa-Ichinomiya
Katsuura,ja,Katsuura
Katsuura,en,Katsuura
Awa-Kamogawa,ja,Awa-Kamogawa
Awa-Kamogawa,en,Awa-Kamogawa
Honda,ja,Honda
Honda,en,Honda
Higashi-Tokorozawa,ja,Higashi-Tokorozawa
Higashi-Tokorozawa,en,Higashi-Tokorozawa
Katsuura / Naruto,ja,Katsuura / Naruto
Katsuura / Naruto,en,Katsuura / Naruto
Oku-Tama,ja,Oku-Tama
Oku-Tama,en,Oku-Tama
Noborito,ja,Noborito
Noborito,en,Noborito
Kazusa-Kameyama,ja,Kazusa-Kameyama
Kazusa-Kameyama,en,Kazusa-Kameyama
Kisarazu,ja,Kisarazu
Kisarazu,en,Kisarazu
Kururi,ja,Kururi
Kururi,en,Kururi
Kawasaki,ja,Kawasaki
Kawasaki,en,Kawasaki
Inaginaganuma,ja,Inaginaganuma
Inaginaganuma,en,Inaginaganuma
Musashi-Nakahara,ja,Musashi-Nakahara
Musashi-Nakahara,en,Musashi-Nakahara
Minami-Koshigaya,ja,Minami-Koshigaya
Minami-Koshigaya,en,Minami-Koshigaya
Hama-Kawasaki,ja,Hama-Kawasaki
Hama-Kawasaki,en,Hama-Kawasaki
Shitte,ja,Shitte
Shitte,en,Shitte
Ofuna / Shinjuku,ja,Ofuna / Shinjuku
Ofuna / Shinjuku,en,Ofuna / Shinjuku
Ofuna / Ikebukuro,ja,Ofuna / Ikebukuro
Ofuna / Ikebukuro,en,Ofuna / Ikebukuro
Yokohama / Ikebukuro,ja,Yokohama / Ikebukuro
Yokohama / Ikebukuro,en,Yokohama / Ikebukuro
Choshi,ja,Choshi
Choshi,en,Choshi
Zushi,ja,Zushi
Zushi,en,Zushi
Kurihama,ja,Kurihama
Kurihama,en,Kurihama
Yokosuka,ja,Yokosuka
Yokosuka,en,Yokosuka
Yokohama / Shinjuku,ja,Yokohama / Shinjuku
Yokohama / Shinjuku,en,Yokohama / Shinjuku
Ofuna / Omiya,ja,Ofuna / Omiya
Ofuna / Omiya,en,Ofuna / Omiya
Ofuna / Takao,ja,Ofuna / Takao
Ofuna / Takao,en,Ofuna / Takao
Mitake,ja,Mitake
Mitake,en,Mitake
Naruto,ja,Naruto
Naruto,en,Naruto
Sakura,ja,Sakura
Sakura,en,Sakura
Yotsukaido,ja,Yotsukaido
Yotsukaido,en,Yotsukaido
Asahi,ja,Asahi
Asahi,en,Asahi
Yokoshiba,ja,Yokoshiba
Yokoshiba,en,Yokoshiba
Narita Airport Terminal 1 / Kashimajingu,ja,Narita Airport Terminal 1 / Kashimajingu
Narita Airport Terminal 1 / Kashimajingu,en,Narita Airport Terminal 1 / Kashimajingu
Narita Airport Terminal 1 / Naruto,ja,Narita Airport Terminal 1 / Naruto
Narita Airport Terminal 1 / Naruto,en,Narita Airport Terminal 1 / Naruto
Ohara,ja,Ohara
Ohara,en,Ohara
Mobara,ja,Mobara
Mobara,en,Mobara
Oami,ja,Oami
Oami,en,Oami
Togane,ja,Togane
Togane,en,Togane
Naganoharakusatsuguchi,ja,Naganoharakusatsuguchi
Naganoharakusatsuguchi,en,Naganoharakusatsuguchi
Odawara,ja,Odawara
Odawara,en,Odawara
Maebashi,ja,Maebashi
Maebashi,en,Maebashi
Ogimachi,ja,Ogimachi
Ogimachi,en,Ogimachi
Kozu,ja,Kozu
Kozu,en,Kozu
Hiratsuka,ja,Hiratsuka
Hiratsuka,en,Hiratsuka
Shim-Maebashi,ja,Shim-Maebashi
Shim-Maebashi,en,Shim-Maebashi
Numazu,ja,Numazu
Numazu,en,Numazu
Honjo,ja,Honjo
Honjo,en,Honjo
Koga,ja,Koga
Koga,en,Koga
Kuroiso,ja,Kuroiso
Kuroiso,en,Kuroiso
Izukyu-Shimoda / Shuzenji,ja,Izukyu-Shimoda / Shuzenji
Izukyu-Shimoda / Shuzenji,en,Izukyu-Shimoda / Shuzenji
Izumoshi / Takamatsu,ja,Izumoshi / Takamatsu
Izumoshi / Takamatsu,en,Izumoshi / Takamatsu
Bentembashi,ja,Bentembashi
Bentembashi,en,Bentembashi
Umi-Shibaura,ja,Umi-Shibaura
Umi-Shibaura,en,Umi-Shibaura
Okawa,ja,Okawa
Okawa,en,Okawa
Musashi-Shiraishi,ja,Musashi-Shiraishi
Musashi-Shiraishi,en,Musashi-Shiraishi
Chikura,ja,Chikura
Chikura,en,Chikura
Tateyama,ja,Tateyama
Tateyama,en,Tateyama
Anegasaki,ja,Anegasaki
Anegasaki,en,Anegasaki
Kazusa-Minato,ja,Kazusa-Minato
Kazusa-Minato,en,Kazusa-Minato
Nikko,ja,Nikko
Nikko,en,Nikko
Machida,ja,Machida
Machida,en,Machida
Outer Loop ⟳: Ikebukuro,ja,Outer Loop ⟳: Ikebukuro
Outer Loop ⟳: Ikebukuro,en,Outer Loop ⟳: Ikebukuro
